Med_Name,Med_Kind,Med_Plc,Med_Remark
普拉克索,神经系统用药物 [口服常释剂型],中国,备注：

吡贝地尔,神经系统用药物 [缓释控释剂型],中国,备注：

司来吉兰,神经系统用药物 [口服常释剂型],中国,备注：

苯海索,神经系统用药物 [口服常释剂型],中国,备注：

新斯的明,神经系统用药物 [注射剂],中国,备注：

溴新斯的明,神经系统用药物 [口服常释剂型],中国,备注：

加兰他敏,神经系统用药物 [注射剂],中国,备注：

丙戊酸钠,神经系统用药物 [口服常释剂型],中国,备注：

卡马西平,神经系统用药物 [缓释控释剂型],中国,备注：

托吡酯,神经系统用药物 [口服常释剂型],中国,备注：

乙琥胺,神经系统用药物 [口服液体剂],中国,备注：

丙戊酸钠,神经系统用药物 [注射剂],中国,备注：

氟桂利嗪,神经系统用药物 [口服常释剂型],中国,备注：

顺铂氯化钠,抗肿瘤药物 [注射剂],中国,备注：

阿糖胞苷,抗肿瘤药物 [注射剂],中国,备注：

甲氨蝶呤,抗肿瘤药物 [注射剂],中国,备注：

羟基脲,抗肿瘤药物 [口服常释剂型],中国,备注：

硫鸟嘌呤,抗肿瘤药物 [口服常释剂型],中国,备注：

替加氟,抗肿瘤药物 [注射剂],中国,备注：

盐酸米托蒽醌葡萄糖,抗肿瘤药物 [注射剂],中国,备注：

长春新碱,抗肿瘤药物 [注射剂],中国,备注：

依托泊苷,抗肿瘤药物 [注射剂],中国,备注：

长春瑞滨,抗肿瘤药物 [注射剂],中国,备注：

多西他赛,抗肿瘤药物 [注射剂],中国,备注：限二线用药

高三尖杉酯碱氯化钠,抗肿瘤药物 [注射剂],中国,备注：

替尼泊苷,抗肿瘤药物 [注射剂],中国,备注：限二线用药

依托泊苷,抗肿瘤药物 [口服常释剂型],中国,备注：

门冬酰胺酶,抗肿瘤药物 [注射剂],中国,备注：

氯米芬,抗肿瘤药物 [口服常释剂型],中国,备注：

托瑞米芬,抗肿瘤药物 [口服常释剂型],中国,备注：

氨鲁米特,抗肿瘤药物 [口服常释剂型],中国,备注：

亚叶酸钙,抗肿瘤药物 [口服常释剂型],中国,备注：

右丙亚胺,抗肿瘤药物 [注射剂],中国,备注：限使用阿霉素治疗后出现心脏损害的患者和工伤保险

氯丙嗪,治疗精神障碍药物 [口服常释剂型],中国,备注：△

氯氮平,治疗精神障碍药物 [口服常释剂型],中国,备注：

氟奋乃静,治疗精神障碍药物 [口服常释剂型],中国,备注：

复方盐酸氯丙嗪,治疗精神障碍药物 [注射剂],中国,备注：

癸氟奋乃静,治疗精神障碍药物 [注射剂],中国,备注：

奥氮平,治疗精神障碍药物 [口服常释剂型],中国,备注：

喹硫平,治疗精神障碍药物 [口服常释剂型],中国,备注：

五氟利多,治疗精神障碍药物 [口服常释剂型],中国,备注：

氯普噻吨,治疗精神障碍药物 [口服常释剂型],中国,备注：

舒必利,治疗精神障碍药物 [注射剂],中国,备注：

帕利哌酮,治疗精神障碍药物 [缓释控释剂型],中国,备注：

阿普唑仑,治疗精神障碍药物 [口服常释剂型],中国,备注：

奥沙西泮,治疗精神障碍药物 [口服常释剂型],中国,备注：

劳拉西泮,治疗精神障碍药物 [口服常释剂型],中国,备注：

咪达唑仑,治疗精神障碍药物 [口服常释剂型],中国,备注：

羟嗪,治疗精神障碍药物 [口服常释剂型],中国,备注：

丙米嗪,治疗精神障碍药物 [口服常释剂型],中国,备注：

多塞平,治疗精神障碍药物 [口服常释剂型],中国,备注：

氟西汀,治疗精神障碍药物 [口服常释剂型],中国,备注：

帕罗西汀,治疗精神障碍药物 [口服常释剂型],中国,备注：

米氮平,治疗精神障碍药物 [口服常释剂型],中国,备注：

碳酸锂,治疗精神障碍药物 [口服常释剂型],中国,备注：

氨溴索,呼吸系统药物 [注射剂],中国,备注：

溴己新,呼吸系统药物 [注射剂],中国,备注：

复方甘草制剂,呼吸系统药物 [口服常释剂型;口服液体剂],中国,备注：

喷托维林,呼吸系统药物 [口服常释剂型],中国,备注：△

可愈糖浆,呼吸系统药物 [口服液体剂],中国,备注：△；限二线用药

氨茶碱,呼吸系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

多索茶碱,呼吸系统药物 [注射剂],中国,备注：限二线用药

二羟丙茶碱,呼吸系统药物 [口服常释剂型],中国,备注：△

复方茶碱,呼吸系统药物 [口服常释剂型],中国,备注：

福莫特罗,呼吸系统药物 [吸入剂],中国,备注：限二线用药

克仑特罗,呼吸系统药物 [栓剂],中国,备注：

沙丁胺醇,呼吸系统药物 [注射剂],中国,备注：

倍氯米松,呼吸系统药物 [吸入剂],中国,备注：△

色甘酸钠,呼吸系统药物 [吸入剂],中国,备注：△

动物源肺表面活性物质,呼吸系统药物 [注射剂],中国,备注：◇；牛肺表面活性剂、猪肺磷脂等从动物中提取的肺表面活性物质；限新生儿

硫糖铝,消化系统药物 [口服常释剂型;口服液体剂],中国,备注：△

替普瑞酮,消化系统药物 [口服常释剂型],中国,备注：△

法莫替丁,消化系统药物 [口服常释剂型],中国,备注：△

葛根素,神经系统用药物 [注射剂],中国,备注：

桂哌齐特,神经系统用药物 [注射剂],中国,备注：限雷诺氏病和工伤保险

尼莫地平,神经系统用药物 [注射剂],中国,备注：

双氢麦角胺,神经系统用药物 [口服常释剂型],中国,备注：

石杉碱甲,神经系统用药物 [口服常释剂型],中国,备注：

洛贝林,神经系统用药物 [注射剂],中国,备注：

胞磷胆碱,神经系统用药物 [口服常释剂型],中国,备注：

多沙普仑,神经系统用药物 [注射剂],中国,备注：

二甲弗林,神经系统用药物 [注射剂],中国,备注：

哌甲酯,神经系统用药物 [口服常释剂型],中国,备注：

哌甲酯,神经系统用药物 [缓释控释剂型],中国,备注：限儿童

哌甲酯,神经系统用药物 [注射剂],中国,备注：

苯巴比妥,神经系统用药物 [口服常释剂型],中国,备注：

右佐匹克隆,神经系统用药物 [口服常释剂型],中国,备注：限工伤保险

扎来普隆,神经系统用药物 [口服常释剂型],中国,备注：

利扎曲普坦,神经系统用药物 [口服常释剂型],中国,备注：限偏头痛急性发作二线用药，3日内使用

甘露醇,神经系统用药物 [注射剂],中国,备注：

甲钴胺,神经系统用药物 [口服常释剂型],中国,备注：

甲钴胺,神经系统用药物 [注射剂],中国,备注：

乙哌立松,神经系统用药物 [口服常释剂型],中国,备注：

雷尼替丁,消化系统药物 [注射剂],中国,备注：

兰索拉唑,消化系统药物 [口服常释剂型],中国,备注：

泮托拉唑,消化系统药物 [注射剂],中国,备注：

胰酶,消化系统药物 [口服常释剂型],中国,备注：△

阿托品,消化系统药物 [口服常释剂型],中国,备注：

东莨菪碱,消化系统药物 [口服常释剂型],中国,备注：

东莨菪碱,消化系统药物 [注射剂],中国,备注：

曲美布汀,消化系统药物 [口服常释剂型],中国,备注：

溴丙胺太林,消化系统药物 [口服常释剂型],中国,备注：△

伊托必利,消化系统药物 [口服常释剂型],中国,备注：△

甲氧氯普胺,消化系统药物 [口服常释剂型],中国,备注：

托烷司琼,消化系统药物 [注射剂],中国,备注：限二线用药

酚酞,消化系统药物 [口服常释剂型],中国,备注：

开塞露,消化系统药物 [溶液剂],中国,备注：

聚乙二醇,消化系统药物 [口服散剂],中国,备注：

甘油,消化系统药物 [栓剂;灌肠剂],中国,备注：△

蒙脱石,消化系统药物 [口服散剂],中国,备注：△

复方樟脑酊,消化系统药物 [口服液体剂],中国,备注：

利福昔明,消化系统药物 [口服常释剂型],中国,备注：

洛哌丁胺,消化系统药物 [口服常释剂型],中国,备注：

消旋卡多曲,消化系统药物 [颗粒剂],中国,备注：限儿童

地衣芽胞杆菌活菌制剂,消化系统药物 [口服常释剂型],中国,备注：△；限菌群失调

枯草杆菌二联活菌制剂,消化系统药物 [口服常释剂型],中国,备注：△；限菌群失调

谷氨酸,消化系统药物 [注射剂],中国,备注：

多烯磷脂酰胆碱,消化系统药物 [口服常释剂型],中国,备注：△

多烯磷脂酰胆碱,消化系统药物 [注射剂],中国,备注：限抢救、肝功能衰竭

甘草酸二铵,消化系统药物 [口服常释剂型],中国,备注：△

甘草酸二铵,消化系统药物 [注射剂],中国,备注：限抢救、肝功能衰竭和工伤保险

苦参素(苦参总碱),消化系统药物 [注射剂],中国,备注：

硫普罗宁,消化系统药物 [口服常释剂型],中国,备注：

门冬氨酸鸟氨酸\n\n(鸟氨酸天门冬氨酸),消化系统药物 [注射剂],中国,备注：

熊去氧胆酸,消化系统药物 [口服常释剂型],中国,备注：

柳氮磺吡啶,消化系统药物 [栓剂],中国,备注：

加贝酯,消化系统药物 [注射剂],中国,备注：

美沙拉嗪,消化系统药物 [栓剂;灌肠剂],中国,备注：

奎尼丁,循环系统药物 [口服常释剂型],中国,备注：

普罗帕酮,循环系统药物 [口服常释剂型],中国,备注：

普罗帕酮,循环系统药物 [注射剂],中国,备注：

硝酸甘油,循环系统药物 [注射剂],中国,备注：

单硝酸异山梨酯,循环系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

硝酸异山梨酯,循环系统药物 [缓释控释剂型],中国,备注：

维拉帕米,循环系统药物 [注射剂],中国,备注：

贝尼地平,循环系统药物 [口服常释剂型],中国,备注：

地尔硫䓬,循环系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

地尔硫䓬,循环系统药物 [注射剂],中国,备注：

非洛地平,循环系统药物 [口服常释剂型;缓释控释剂型],中国,备注：

拉西地平,循环系统药物 [口服常释剂型],中国,备注：

硝苯地平,循环系统药物 [缓释控释剂型],中国,备注：

美托洛尔,循环系统药物 [口服常释剂型],中国,备注：

美托洛尔,循环系统药物 [注射剂],中国,备注：

比索洛尔,循环系统药物 [口服常释剂型],中国,备注：

拉贝洛尔,循环系统药物 [口服常释剂型],中国,备注：

普萘洛尔,循环系统药物 [缓释控释剂型],中国,备注：

普萘洛尔,循环系统药物 [注射剂],中国,备注：

酚妥拉明,循环系统药物 [注射剂],中国,备注：

酚苄明,循环系统药物 [口服常释剂型],中国,备注：

咪达普利,循环系统药物 [口服常释剂型],中国,备注：

厄贝沙坦,循环系统药物 [口服常释剂型;缓释控释剂型],中国,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

替米沙坦,循环系统药物 [口服常释剂型],中国,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

缬沙坦,循环系统药物 [口服常释剂型],中国,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

双嘧达莫,血液系统药物 [注射剂],中国,备注：

替罗非班,血液系统药物 [注射剂],中国,备注：限急性冠脉综合征

口服补液盐,调节水电解质及酸碱平衡药物 [口服散剂],中国,备注：△

枸橼酸钾,调节水电解质及酸碱平衡药物 [颗粒剂],中国,备注：

复方乳酸钠葡萄糖,调节水电解质及酸碱平衡药物 [注射剂],中国,备注：

复合磷酸氢钾,调节水电解质及酸碱平衡药物 [注射剂],中国,备注：

右旋糖酐,调节水电解质及酸碱平衡药物 [注射剂],中国,备注：

包醛氧淀粉,调节水电解质及酸碱平衡药物 [口服散剂],中国,备注：

灭菌注射用水,调节水电解质及酸碱平衡药物 [注射剂],中国,备注：

磺胺嘧啶银,专科特殊用药物 [外用散剂;软膏剂],中国,备注：△

甲紫,专科特殊用药物 [外用液体剂],中国,备注：

克林霉素,专科特殊用药物 [软膏剂],中国,备注：

布替萘芬,专科特殊用药物 [软膏剂],中国,备注：△

联苯苄唑,专科特殊用药物 [外用液体剂;软膏剂],中国,备注：△

益康唑,专科特殊用药物 [软膏剂],中国,备注：△

复方多粘菌素B,专科特殊用药物 [软膏剂],中国,备注：

黑豆馏油,专科特殊用药物 [软膏剂],中国,备注：

地蒽酚,专科特殊用药物 [软膏剂],中国,备注：

氟轻松,专科特殊用药物 [软膏剂],中国,备注：

丙酸氯倍他索,专科特殊用药物 [软膏剂],中国,备注：

氨甲环酸,血液系统药物 [注射剂],中国,备注：

鱼精蛋白,血液系统药物 [注射剂],中国,备注：

氨甲苯酸,血液系统药物 [注射剂],中国,备注：

尖吻蝮蛇血凝酶,血液系统药物 [注射剂],中国,备注：

维生素K1,血液系统药物 [口服常释剂型],中国,备注：

肝素,血液系统药物 [注射剂],中国,备注：

华法林,血液系统药物 [口服常释剂型],中国,备注：

链激酶[含重组链激酶],血液系统药物 [注射剂],中国,备注：

硫酸亚铁,血液系统药物 [口服常释剂型;缓释控释剂型],中国,备注：△

富马酸亚铁,血液系统药物 [口服常释剂型;咀嚼片],中国,备注：△

葡萄糖酸亚铁,血液系统药物 [口服常释剂型],中国,备注：△

维生素B12,血液系统药物 [注射剂],中国,备注：

叶酸,血液系统药物 [口服常释剂型],中国,备注：△

腺苷钴胺,血液系统药物 [口服常释剂型],中国,备注：△

肌苷,血液系统药物 [注射剂],中国,备注：
