Med_Name,Med_Kind,Med_Plc
阿莫西林,全身用抗感染药 [口服液体剂;颗粒剂],国家

阿莫西林克拉维酸,全身用抗感染药 [注射剂],国家

头孢美唑,全身用抗感染药 [注射剂],国家

头孢替安,全身用抗感染药 [注射剂],国家

拉氧头孢,全身用抗感染药 [注射剂],国家

头孢他啶,全身用抗感染药 [注射剂],国家

甲状腺片,除性激素和胰岛素外的全身激素制剂 [口服常释剂型],国家

卡比马唑,除性激素和胰岛素外的全身激素制剂 [口服常释剂型],国家

四环素,全身用抗感染药 [口服常释剂型],国家

氯霉素,全身用抗感染药 [注射剂],国家

苯唑西林,全身用抗感染药 [注射剂],国家

头孢唑林,全身用抗感染药 [注射剂],国家

头孢米诺,全身用抗感染药 [注射剂],国家

头孢曲松,全身用抗感染药 [注射剂],国家

头孢地尼,全身用抗感染药 [口服常释剂型;颗粒剂],国家

比阿培南,全身用抗感染药 [注射剂],国家

亚胺培南西司他丁,全身用抗感染药 [注射剂],国家

磺胺嘧啶,全身用抗感染药 [注射剂],国家

联磺甲氧苄啶,全身用抗感染药 [口服常释剂型],国家

红霉素,全身用抗感染药 [口服常释剂型],国家

阿奇霉素,全身用抗感染药 [注射剂],国家

克拉霉素,全身用抗感染药 [口服常释剂型;颗粒剂],国家

克林霉素磷酸酯,全身用抗感染药 [注射剂],国家

林可霉素,全身用抗感染药 [口服常释剂型],国家

妥布霉素,全身用抗感染药 [注射剂],国家

洛美沙星,全身用抗感染药 [口服常释剂型],国家

甲氧苄啶,全身用抗感染药 [口服常释剂型],国家

磺胺嘧啶,全身用抗感染药 [口服液体剂],国家

小儿复方磺胺甲噁唑,全身用抗感染药 [颗粒剂;口服散剂],国家

红霉素,全身用抗感染药 [注射剂],国家

环酯红霉素,全身用抗感染药 [口服液体剂],国家

克林霉素,全身用抗感染药 [注射剂],国家

克林霉素棕榈酸酯,全身用抗感染药 [口服常释剂型],国家

庆大霉素,全身用抗感染药 [注射剂],国家

环丙沙星,全身用抗感染药 [注射剂],国家

乳酸菌,泌尿生殖系统药和性激素 [阴道胶囊],国家

丙酸睾酮,泌尿生殖系统药和性激素 [注射剂],国家

己烯雌酚,泌尿生殖系统药和性激素 [口服常释剂型],国家

甲地孕酮,泌尿生殖系统药和性激素 [口服常释剂型],国家

米非司酮,泌尿生殖系统药和性激素 [口服常释剂型],国家

爱普列特,泌尿生殖系统药和性激素 [口服常释剂型],国家

垂体后叶,除性激素和胰岛素外的全身激素制剂 [吸入剂],国家

地塞米松,除性激素和胰岛素外的全身激素制剂 [口服常释剂型],国家

地塞米松棕榈酸酯,除性激素和胰岛素外的全身激素制剂 [注射剂],国家

氢化可的松,除性激素和胰岛素外的全身激素制剂 [口服常释剂型],国家

甲泼尼龙,除性激素和胰岛素外的全身激素制剂 [注射剂],国家

十一酸睾酮,泌尿生殖系统药和性激素 [注射剂],国家

苯甲酸雌二醇,泌尿生殖系统药和性激素 [注射剂],国家

甲羟孕酮,泌尿生殖系统药和性激素 [口服常释剂型],国家

包醛氧淀粉,泌尿生殖系统药和性激素 [口服散剂],国家

重组人生长激素,除性激素和胰岛素外的全身激素制剂 [注射剂],国家

生长抑素,除性激素和胰岛素外的全身激素制剂 [注射剂],国家

地塞米松,除性激素和胰岛素外的全身激素制剂 [注射剂],国家

地塞米松磷酸钠,除性激素和胰岛素外的全身激素制剂 [注射剂],国家

氢化可的松,除性激素和胰岛素外的全身激素制剂 [注射剂],国家

氟康唑,全身用抗感染药 [颗粒剂],国家

氟康唑葡萄糖,全身用抗感染药 [注射剂],国家

氟胞嘧啶,全身用抗感染药 [注射剂],国家

米卡芬净,全身用抗感染药 [注射剂],国家

利福喷丁,全身用抗感染药 [口服常释剂型],国家

环丝氨酸,全身用抗感染药 [口服常释剂型],国家

帕司烟肼,全身用抗感染药 [口服常释剂型],国家

丙硫异烟胺,全身用抗感染药 [口服常释剂型],国家

乙胺吡嗪利福异烟,全身用抗感染药 [口服常释剂型],国家

氯法齐明,全身用抗感染药 [口服常释剂型],国家

甲酸钠氯化钠,全身用抗感染药 [注射剂],国家

伊曲康唑,全身用抗感染药 [注射剂],国家

卡泊芬净,全身用抗感染药 [注射剂],国家

对氨基水杨酸钠,全身用抗感染药 [注射剂],国家

利福平,全身用抗感染药 [注射剂],国家

利福布汀,全身用抗感染药 [口服常释剂型],国家

对氨基水杨酸异烟肼,全身用抗感染药 [口服常释剂型],国家

吡嗪酰胺,全身用抗感染药 [口服常释剂型],国家

醋氨苯砜,全身用抗感染药 [注射剂],国家

阿昔洛韦,全身用抗感染药 [口服常释剂型],国家

洛美沙星,全身用抗感染药 [注射剂],国家

莫西沙星,全身用抗感染药 [口服常释剂型],国家

万古霉素,全身用抗感染药 [注射剂],国家

多粘菌素,全身用抗感染药 [注射剂],国家

奥硝唑氯化钠,全身用抗感染药 [注射剂],国家

甲硝唑葡萄糖,全身用抗感染药 [注射剂],国家

呋喃唑酮,全身用抗感染药 [口服常释剂型],国家

鱼腥草素,全身用抗感染药 [口服常释剂型],国家

大蒜素,全身用抗感染药 [口服常释剂型],国家

利奈唑胺,全身用抗感染药 [注射剂],国家

咪康唑,全身用抗感染药 [注射剂],国家

莫西沙星,全身用抗感染药 [注射剂],国家

多粘菌素B,全身用抗感染药 [注射剂],国家

夫西地酸,全身用抗感染药 [注射剂],国家

奥硝唑葡萄糖,全身用抗感染药 [注射剂],国家

替硝唑氯化钠,全身用抗感染药 [注射剂],国家

磷霉素,全身用抗感染药 [注射剂],国家

达托霉素,全身用抗感染药 [注射剂],国家

抗敌素,全身用抗感染药 [注射剂],国家

利奈唑胺葡萄糖,全身用抗感染药 [注射剂],国家

七十味珍珠丸,民族药 ,国家

青鹏膏剂,民族药 ,国家

十味黑冰片丸,民族药 ,国家

十五味黑药丸,民族药 ,国家

雪山金罗汉止痛涂膜剂,民族药 ,国家

诺迪康胶囊,民族药 ,国家

诺迪康口服液,民族药 ,国家

阿拉坦五味丸,民族药 ,国家

六味安消散,民族药 ,国家

四味土木香散,民族药 ,国家

益肾十七味丸,民族药 ,国家

仁青芒觉,民族药 ,国家

十味龙胆花胶囊,民族药 ,国家

五味麝香丸,民族药 ,国家

洁白胶囊,民族药 ,国家

诺迪康颗粒,民族药 ,国家

青鹏软膏,民族药 ,国家

寒水石二十一味散,民族药 ,国家

清热八味丸,民族药 ,国家

小儿石蔻散,民族药 ,国家

银杏蜜环口服溶液,内科用药 ,国家

脂必泰胶囊,内科用药 ,国家

狗皮膏(改进型),骨伤科用药 ,国家

柴胡口服液,内科用药 ,国家

复方感冒灵片,内科用药 ,国家

双黄连口服液,内科用药 ,国家

小儿感冒舒颗粒,内科用药 ,国家

芎菊上清丸,内科用药 ,国家

重感灵片,内科用药 ,国家

柴胡滴丸,内科用药 ,国家

小儿热速清口服液,内科用药 ,国家

狗皮膏,骨伤科用药 ,国家

感冒清片,内科用药 ,国家

柴银颗粒,内科用药 ,国家

芩香清解口服液,内科用药 ,国家

注射用双黄连(冻干),内科用药 ,国家

小儿热速清颗粒,内科用药 ,国家

银翘解毒液,内科用药 ,国家

感冒清胶囊,内科用药 ,国家

维C银翘胶囊,内科用药 ,国家

芪蓉润肠口服液,内科用药 ,国家

便通胶囊,内科用药 ,国家

牛黄解毒丸,内科用药 ,国家

清宁丸,内科用药 ,国家

黄连上清胶囊,内科用药 ,国家

上清片,内科用药 ,国家

活血解毒丸,内科用药 ,国家

金莲清热胶囊,内科用药 ,国家

万应胶囊,内科用药 ,国家

夏枯草膏,内科用药 ,国家

雪胆素片,内科用药 ,国家

黄连上清丸,内科用药 ,国家

当归龙荟丸,内科用药 ,国家

小儿导赤片,内科用药 ,国家

当归龙荟胶囊,内科用药 ,国家

板蓝根颗粒,内科用药 ,国家

健儿清解液,内科用药 ,国家

清热解毒口服液,内科用药 ,国家

喜炎平注射液,内科用药 ,国家

新清宁片,内科用药 ,国家

芎菊上清颗粒,内科用药 ,国家

银翘解毒合剂,内科用药 ,国家

小柴胡胶囊,内科用药 ,国家

小儿柴桂退热颗粒,内科用药 ,国家

防风通圣颗粒,内科用药 ,国家

小柴胡颗粒,内科用药 ,国家

参苏丸,内科用药 ,国家

藿香正气口服液,内科用药 ,国家

紫金锭,内科用药 ,国家

通便宁片,内科用药 ,国家

麻仁润肠丸,内科用药 ,国家

银翘解毒软胶囊,内科用药 ,国家

柴石退热颗粒,内科用药 ,国家

玉枢散,内科用药 ,国家

小柴胡胶囊,内科用药 ,国家

玉屏风颗粒,内科用药 ,国家

复方香薷水,内科用药 ,国家

六合定中丸,内科用药 ,国家

三黄片,内科用药 ,国家

三黄胶囊,内科用药 ,国家

扎冲十三味丸,民族药 ,国家

清心沉香八味散,民族药 ,国家

健心合米尔高滋斑安比热片,民族药 ,国家

通滞苏润江片,民族药 ,国家

祖卡木颗粒,民族药 ,国家

地奥心血康片,内科用药 ,国家

薯蓣皂苷片,内科用药 ,国家

血塞通片,内科用药 ,国家

银杏叶滴丸,内科用药 ,国家

银杏酮酯胶囊,内科用药 ,国家

杏灵分散片,内科用药 ,国家

复方高滋斑片,民族药 ,国家

罗补甫克比日丸,民族药 ,国家

益心巴迪然吉布亚颗粒,民族药 ,国家

通滞苏润江胶囊,民族药 ,国家

地奥心血康软胶囊,内科用药 ,国家

注射用灯盏花素,内科用药 ,国家

血塞通颗粒,内科用药 ,国家

银杏叶提取物片,内科用药 ,国家

银杏酮酯片,内科用药 ,国家

膦甲酸钠葡萄糖,全身用抗感染药 [注射剂],国家

恩夫韦肽,全身用抗感染药 [注射剂],国家

替比夫定,全身用抗感染药 [口服常释剂型;口服液体剂],国家

白喉抗毒素,全身用抗感染药 [注射剂],国家

荆肤止痒颗粒,皮肤科用药 ,国家

鱼鳞病片,皮肤科用药 ,国家

消银颗粒,皮肤科用药 ,国家

大月晶丸,民族药 ,国家

二十五味驴血丸,民族药 ,国家

二十五味松石丸,民族药 ,国家

帕朱丸,民族药 ,国家

恩替卡韦,全身用抗感染药 [口服常释剂型],国家

利匹韦林,全身用抗感染药 [口服常释剂型],国家

抗眼镜蛇毒血清,全身用抗感染药 [注射剂],国家

皮敏消胶囊,皮肤科用药 ,国家

消银胶囊,皮肤科用药 ,国家

白脉软膏,民族药 ,国家

二十五味儿茶丸,民族药 ,国家

二十五味珊瑚丸,民族药 ,国家

流感丸,民族药 ,国家

咳喘宁片,内科用药 ,国家

三拗片,内科用药 ,国家

止喘灵口服液,内科用药 ,国家

桂龙咳喘宁胶囊,内科用药 ,国家

咳喘宁合剂,内科用药 ,国家

紫雪胶囊,内科用药 ,国家

安脑片,内科用药 ,国家

苏合香丸,内科用药 ,国家

十香返生丸,内科用药 ,国家

缩泉胶囊,内科用药 ,国家

参苓白术片,内科用药 ,国家

小儿定喘口服液,内科用药 ,国家

止喘灵注射液,内科用药 ,国家

固本咳喘胶囊,内科用药 ,国家

小儿消积止咳口服液,内科用药 ,国家

局方至宝丸,内科用药 ,国家

万氏牛黄清心片,内科用药 ,国家

礞石滚痰片,内科用药 ,国家

秋泻灵颗粒,内科用药 ,国家

补中益气片,内科用药 ,国家

通宣理肺颗粒,内科用药 ,国家

橘红痰咳煎膏,内科用药 ,国家

杏苏止咳糖浆,内科用药 ,国家

利肺片,内科用药 ,国家

祛痰止咳颗粒,内科用药 ,国家

强力枇杷露,内科用药 ,国家

消咳喘颗粒,内科用药 ,国家

蛇胆陈皮口服液,内科用药 ,国家

急支颗粒,内科用药 ,国家

枇杷止咳胶囊,内科用药 ,国家

小儿咳喘灵颗粒,内科用药 ,国家

橘红痰咳液,内科用药 ,国家

镇咳宁颗粒,内科用药 ,国家

杏贝止咳颗粒,内科用药 ,国家

克咳片,内科用药 ,国家

消咳喘胶囊,内科用药 ,国家

强力枇杷颗粒,内科用药 ,国家

治咳川贝枇杷滴丸,内科用药 ,国家

橘红丸,内科用药 ,国家

石椒草咳喘颗粒,内科用药 ,国家

枫蓼肠胃康胶囊,内科用药 ,国家

枫蓼肠胃康合剂,内科用药 ,国家

香连化滞片,内科用药 ,国家

附子理中丸,内科用药 ,国家

海桂胶囊,内科用药 ,国家

小儿腹泻贴,内科用药 ,国家

虚寒胃痛胶囊,内科用药 ,国家

良附滴丸,内科用药 ,国家

虚寒胃痛颗粒,内科用药 ,国家

香砂理中丸,内科用药 ,国家

杏苏止咳颗粒,内科用药 ,国家

葛根芩连颗粒,内科用药 ,国家

桂芍镇痫片,内科用药 ,国家

复方胃痛胶囊,内科用药 ,国家

温胃舒片,内科用药 ,国家

小建中片,内科用药 ,国家

附子理中片,内科用药 ,国家

温胃舒颗粒,内科用药 ,国家

香砂养胃丸,内科用药 ,国家

香砂养胃胶囊,内科用药 ,国家

益肝灵胶囊,内科用药 ,国家

肝苏颗粒,内科用药 ,国家

利肝隆颗粒,内科用药 ,国家

茵栀黄颗粒,内科用药 ,国家

垂盆草片,内科用药 ,国家

苦黄注射液,内科用药 ,国家

舒肝宁注射液,内科用药 ,国家

茵栀黄口服液,内科用药 ,国家

胰胆舒颗粒,内科用药 ,国家

枫蓼肠胃康片,内科用药 ,国家

双苓止泻口服液,内科用药 ,国家

护肝宁胶囊,内科用药 ,国家

茵莲清肝合剂,内科用药 ,国家

茵栀黄注射液,内科用药 ,国家

大黄利胆片,内科用药 ,国家

舒胆片,内科用药 ,国家

茵陈五苓丸,内科用药 ,国家

舒胆胶囊,内科用药 ,国家

苍苓止泻口服液,内科用药 ,国家

葛根芩连丸,内科用药 ,国家

川贝枇杷胶囊,内科用药 ,国家

牛黄蛇胆川贝片,内科用药 ,国家

芩暴红止咳口服液,内科用药 ,国家

止嗽化痰丸,内科用药 ,国家

小儿金丹,内科用药 ,国家

枇杷叶膏,内科用药 ,国家

小儿清热止咳口服液,内科用药 ,国家

小儿清热止咳糖浆,内科用药 ,国家

蛤蚧定喘丸,内科用药 ,国家

丹葶肺心颗粒,内科用药 ,国家

咳喘宁,内科用药 ,国家

牛黄蛇胆川贝散,内科用药 ,国家

止咳橘红胶囊,内科用药 ,国家

小儿肺热咳喘口服液,内科用药 ,国家

二母宁嗽丸,内科用药 ,国家

润肺膏,内科用药 ,国家

小儿清热止咳合剂,内科用药 ,国家

养阴清肺糖浆,内科用药 ,国家

海珠喘息定片,内科用药 ,国家

桂龙咳喘宁颗粒,内科用药 ,国家

玉叶解毒颗粒,内科用药 ,国家

肿节风注射液,内科用药 ,国家
